Timeratio,TimeInt,Timet,evadiff
0,0,434,0
0.00234192,1,427,0
0,0,288,0
0,0,600,0.37
0.001675042,1,597,0.18
0.001776199,1,563,2.92
0.00245098,1,408,0.11
0,0,145,0
0,0,88,0.13
0,0,37,0
0,0,36,0
0,0,36,0
0,0,33,0
0.001669449,1,599,0.2
0.001992032,1,502,0
0.00170068,1,588,0
0.002123142,1,471,0.11
0.001669449,1,599,0.05
0.001689189,1,592,0.05
0.001692047,1,591,1.21
0,0,587,0.07
0.00243309,1,411,0.18
0,0,469,0.15
0.001675042,1,597,0.15
0.001736111,1,576,0.1
0.001689189,1,592,0.34
0,0,584,0.15
0.001904762,1,525,0
0.001908397,1,524,0.11
0.001751313,1,571,0.43
0.001727116,1,579,0.23
0.001669449,1,599,0.05
0.001669449,1,599,0.04
0.00203252,1,492,0.42
0,0,56,0
0,0,55,0
0,0,55,0
0,0,51,0
0,0,49,0
0.001669449,1,599,0.05
0.001669449,1,599,0
0,0,598,0.31
0.002188184,1,457,0
0.002217295,1,451,0.09
0.001669449,1,599,0.05
0.001675042,1,597,0.17
0.001683502,1,594,0.07
0.001748252,1,572,2.58
0.001988072,1,503,5.41
0.002309469,1,433,0
0.002242152,1,446,0
0.002298851,1,435,0
0.002004008,1,499,6.73
0.002105263,1,475,0
0,0,598,0.73
0.001675042,1,597,0
0.001694915,1,590,0.22
0.001845018,1,542,0.12
0.001869159,1,535,0
0.001872659,1,534,0
0.001669449,1,599,0.05
0.001689189,1,592,0.15
0.001727116,1,579,0.04
0.001669449,1,599,0.54
0.001672241,1,598,0.56
0.001984127,1,504,0.16
0,0,255,0
0.001669449,1,599,0.37
0.001680672,1,595,0.03
0.001869159,1,535,2.03
0.001811594,1,552,0.11
0.001872659,1,534,0.1
0.001876173,1,533,0.16
0.001831502,1,546,0.2
0,0,428,9.97
0.002164502,1,462,0.2
0.00243309,1,411,0
0.002463054,1,406,0
0.00248139,1,403,0
0,0,265,0
0.001686341,1,593,0.04
0,0,581,0.08
0.001980198,1,505,0.15
0.001669449,1,599,0.02
0.001724138,1,580,0.22
0.001694915,1,590,6.56
0.002222222,1,450,0
0.002283105,1,438,2.13
0.001669449,1,599,0.04
0.002145923,1,466,0.15
0,0,570,0.22
0.00174216,1,574,0
0,0,362,0.05
0.001669449,1,599,0.05
0.001669449,1,599,0.45
0.002012072,1,497,3.78
0.001669449,1,599,0.05
0.001669449,1,599,0.04
0.001697793,1,589,0.13
0.00170068,1,588,0.28
0.001669449,1,599,0
0.001941748,1,515,0.24
0,0,481,0.6
0.002309469,1,433,0.39
0.00203666,1,491,2.46
0.001669449,1,599,0.37
0.001686341,1,593,0.42
0.001689189,1,592,0.36
0.001834862,1,545,0.18
0.001669449,1,599,2.1
0.00172117,1,581,5.37
0.002309469,1,433,0.09
0.00203252,1,492,0.3
0.00204918,1,488,0.76
0.002053388,1,487,0.1
0.002057613,1,486,0
0,0,484,0
0.001686341,1,593,0.29
0.001694915,1,590,0.45
0.001715266,1,583,0.16
0.001703578,1,587,0.07
0.001964637,1,509,1.41
0.001697793,1,589,0.06
0.002114165,1,473,0.02
0.001912046,1,523,2.45
0.001677852,1,596,0.48
0.001692047,1,591,0.27
0,0,571,0.13
0.001669449,1,599,0.83
0.001686341,1,593,0.25
0.001757469,1,569,0.12
0.001828154,1,547,0
0.001766784,1,566,0.08
0,0,34,0
0,0,18,0
0,0,536,0.28
0,0,402,0
0.001692047,1,591,0.32
0.001736111,1,576,0.03
0.001736111,1,576,1.55
0.001992032,1,502,1.11
0,0,185,0
0.001669449,1,599,0.01
0.001697793,1,589,0.05
0.001718213,1,582,0
0.001669449,1,599,0.01
0.001672241,1,598,0.16
0.001675042,1,597,0.27
0.001683502,1,594,0.51
0.001694915,1,590,0.12
0.001964637,1,509,0.07
0,0,600,0.05
0,0,563,0.19
0,0,551,0.01
0.001675042,1,597,0.04
0,0,600,0.33
0.001718213,1,582,0.28
0,0,336,3.7
0.001680672,1,595,0.1
0.001669449,1,599,0.13
0.001672241,1,598,0.3
0.001675042,1,597,0.5
0,0,597,0.36
0.001960784,1,510,1.22
0.002118644,1,472,0.11
0,0,484,0.4
0.001669449,1,599,0.12
0.001680672,1,595,0.21
0.001677852,1,596,0.16
0.001697793,1,589,0.02
0.001677852,1,596,0
0,0,585,0.15
0,0,179,0.17
0,0,61,0.07
0,0,40,0
0,0,23,0
0,0,22,0
0,0,6,0
0,0,6,0
0,0,20,0
0,0,6,0
0,0,20,0
0,0,20,0
0,0,5,0
0,0,20,0
0,0,5,0
0,0,20,0
0,0,5,0
0,0,20,0
0.001669449,1,599,0.05
0.001718213,1,582,0.09
0,0,353,0.04
0.001680672,1,595,0.04
0.001763668,1,567,0.17
0.00177305,1,564,0.03
0.001785714,1,560,0.01
0.001964637,1,509,0
0.001689189,1,592,0.17
0,0,592,0.04
0,0,519,0.53
0.001779359,1,562,0
0.001669449,1,599,0.04
0.001672241,1,598,1.09
0.001706485,1,586,0.9
0,0,597,0.1
0.001904762,1,525,0.12
0.001760563,1,568,0.89
0.001814882,1,551,0.56
0.002398082,1,417,0.56
0.001886792,1,530,1.34
0.001890359,1,529,0.09
0.002314815,1,432,0.12
0,0,51,0
0,0,592,0.31
0,0,540,0.43
0.001855288,1,539,0.21
0.001669449,1,599,0.36
0.001694915,1,590,0.08
0.001845018,1,542,0.15
0,0,600,0.13
0.001669449,1,599,0.18
0.001672241,1,598,0.3
0.001712329,1,584,0.37
0.001724138,1,580,0.15
0.001692047,1,591,0.01
0.002109705,1,474,0.14
0.001712329,1,584,0.65
0.001675042,1,597,0.08
0.001672241,1,598,0.65
0.001675042,1,597,0.71
0,0,595,0.58
0.001683502,1,594,0.38
0.001669449,1,599,0.87
0.001677852,1,596,0.93
0.001872659,1,534,2.84
0,0,598,0.02
0.001672241,1,598,0.25
0.001680672,1,595,0.14
0.001683502,1,594,0.6
0.002164502,1,462,0.95
0,0,276,0
0,0,257,0
0.001669449,1,599,0.05
0.001677852,1,596,0.9
0.001964637,1,509,0.23
0.001730104,1,578,0.31
0.001901141,1,526,0.15
0.002087683,1,479,0.26
0.00209205,1,478,0.04
0.002083333,1,480,0.12
0.001669449,1,599,0.05
0.001763668,1,567,0.17
0,0,457,0.04
0.001669449,1,599,0.05
0.001672241,1,598,0.08
0.001680672,1,595,0.26
0.001683502,1,594,0.01
0.001689189,1,592,0.03
0.00173913,1,575,0.34
0.001730104,1,578,0.02
0.001872659,1,534,0.74
0,0,541,0
0,0,484,0.36
0,0,300,0.23
0,0,269,0.08
0.001834862,1,545,0.25
0.001879699,1,532,0.1
0.001669449,1,599,0.3
0,0,599,0.66
0.00203252,1,492,0
0.002057613,1,486,0
0.001692047,1,591,0.11
0.001733102,1,577,0.32
0.001736111,1,576,0.06
0.001838235,1,544,0.14
0.001964637,1,509,0.72
0.001968504,1,508,0.39
0.002173913,1,460,0
0.001972387,1,507,0
0.001976285,1,506,0.01
0.002004008,1,499,0
0.002136752,1,468,0
0.002141328,1,467,0
0.002145923,1,466,0
0.001915709,1,522,0.24
0,0,113,0.28
0.001669449,1,599,0.45
0.001672241,1,598,0.46
0.001669449,1,599,0.32
0.001689189,1,592,0.63
0.001697793,1,589,0.49
0.001703578,1,587,0.01
0.001879699,1,532,1.74
0.001748252,1,572,0.14
0.00209205,1,478,3.35
0.001669449,1,599,0.13
0.001672241,1,598,0
0.001675042,1,597,0.31
0.001677852,1,596,0.41
0.001669449,1,599,0.05
0,0,597,0.44
0.00170068,1,588,0.46
0.001814882,1,551,1.98
0,0,236,0.23
0,0,235,2.01
0,0,231,0
0,0,230,0
0,0,230,0
0.001703578,1,587,0.14
0,0,747,0.12
0.001798561,1,556,0.46
0,0,520,0.18
0.001669449,1,599,0.05
0.00177305,1,564,1.77
0.001745201,1,573,0.13
0,0,539,0.08
0,0,540,0.28
0,0,450,0.21
0,0,33,0.55
0,0,10,0
0,0,10,0
0,0,9,0
0,0,533,0.01
0.002087683,1,479,1.46
0.001912046,1,523,0.08
0.002074689,1,482,0.24
0,0,600,0.25
0.002150538,1,465,0.31
0,0,93,0.66
0,0,59,0
0,0,41,0
0,0,41,0
0,0,41,0
0,0,596,0.47
0,0,551,0.02
0.001669449,1,599,0.05
0.001672241,1,598,0.01
0,0,599,0.07
0.001672241,1,598,0.1
0.001675042,1,597,0.17
0.001677852,1,596,0
0,0,595,0.15
0,0,595,0.68
0,0,595,1.26
0.002074689,1,482,0.85
0.002309469,1,433,6.32
0.001669449,1,599,0.23
0.001677852,1,596,0.44
0.001686341,1,593,0.39
0,0,575,0.03
0.001703578,1,587,1.79
0.001669449,1,599,1.45
0.001672241,1,598,1.03
0.002020202,1,495,0.28
0.001718213,1,582,1.34
0.002118644,1,472,0
0.001680672,1,595,0.24
0.00170068,1,588,2.29
0.001703578,1,587,3.45
0.001724138,1,580,7.26
0.002309469,1,433,0.35
0.002392344,1,418,1.33
0,0,235,0
0.001686341,1,593,0.26
0.00174216,1,574,0.1
0.001934236,1,517,0.16
0,0,600,0
0.001677852,1,596,0.15
0.001672241,1,598,0.14
0,0,577,0.06
0.001964637,1,509,0.09
0.001669449,1,599,0
0.001675042,1,597,0.37
0.002403846,1,416,0.73
0.002463054,1,406,0
0.001669449,1,599,0.06
0,0,599,0.12
0.001692047,1,591,0.28
0.002024291,1,494,0.15
0.001672241,1,598,0.09
0.001697793,1,589,0.11
0.001706485,1,586,0.14
0.001669449,1,599,0
0.001686341,1,593,0.5
0.001848429,1,541,2.08
0.001855288,1,539,0.8
0,0,448,0.02
0,0,295,1.83
0,0,293,2.67
0,0,262,0
0,0,259,0
0,0,600,0.32
0.00170068,1,588,0.09
0,0,582,0
0,0,500,0.11
0,0,500,0.07
0,0,381,0.08
0,0,381,0
0,0,283,0
0,0,271,0
0.001669449,1,599,0.28
0.001748252,1,572,0.13
0,0,224,0
0.001669449,1,599,0.07
0.001692047,1,591,0.31
0,0,577,0.13
0,0,503,1.69
0.001992032,1,502,1.64
0.002493766,1,401,1.47
0.001686341,1,593,0.03
0.001703578,1,587,0.54
0.001845018,1,542,0.48
0.001669449,1,599,0.07
0,0,597,0.33
0.001869159,1,535,0.07
0.002105263,1,475,0.16
0.002136752,1,468,0.27
0.002336449,1,428,0
0.001669449,1,599,0.04
0.001697793,1,589,0.17
0.002008032,1,498,0.05
0.001834862,1,545,0.28
0,0,523,0.09
0,0,383,0.17
0,0,365,0.04
0,0,594,1.1
0.001724138,1,580,2.87
0.001831502,1,546,0.79
0.002109705,1,474,0.34
0.001680672,1,595,0.68
0.001689189,1,592,0.56
0.001703578,1,587,0.01
0.001706485,1,586,0.07
0.001697793,1,589,0.01
0.001862197,1,537,0.03
0.001865672,1,536,0.08
0,0,532,0.18
0.002008032,1,498,0.01
0.002178649,1,459,0.19
0.0025,1,400,0.39
0,0,206,0
0,0,336,47.8
0.001769912,1,565,0.45
0.001669449,1,599,0.05
0.001694915,1,590,0.02
0,0,544,0.09
0,0,498,0.29
0.002272727,1,440,1.81
0,0,452,0.15
0.001669449,1,599,3.06
0,0,571,0.16
0,0,557,0.05
0,0,551,0.44
0.002096436,1,477,0
0,0,444,0
0.002444988,1,409,0.42
0.002439024,1,410,0.22
0.001669449,1,599,0.05
0,0,599,0.01
0.001686341,1,593,0.02
0.001845018,1,542,0
0.002087683,1,479,0.24
0.001923077,1,520,0.23
0.002155172,1,464,0.22
0,0,462,0.01
0,0,352,0
0,0,204,0
0.001669449,1,599,0.09
0,0,599,0.1
0.001672241,1,598,0.52
0,0,595,0.39
0.001683502,1,594,0.14
0.001686341,1,593,0.07
0,0,274,0
0.001694915,1,590,0.04
0.001824818,1,548,0.2
0,0,548,0.67
0.001883239,1,531,0.17
0.001669449,1,599,0.33
0.001672241,1,598,0.09
0.00170068,1,588,0.12
0,0,3,0.04
0,0,598,0.1
0.001675042,1,597,0.86
0,0,597,0.33
0.001718213,1,582,0.08
0,0,595,0.07
0.001751313,1,571,0.15
0.001692047,1,591,0.09
0.001697793,1,589,0.56
0.001926782,1,519,0
0,0,520,0.02
0.002415459,1,414,0.08
0.001669449,1,599,0.05
0.001675042,1,597,0.38
0.002004008,1,499,5.93
0.002008032,1,498,13.75
0.001669449,1,599,0.05
0.001821494,1,549,2.11
0.001683502,1,594,0
0.00174216,1,574,0.18
0.001821494,1,549,0.07
0.001675042,1,597,0.19
0.001923077,1,520,0.11
0.001669449,1,599,0
0,0,599,0
0.001677852,1,596,0.33
0.001680672,1,595,0.37
0.001706485,1,586,0.2
0.001718213,1,582,0.02
0.001805054,1,554,0.07
0,0,365,0
0,0,444,0.28
0.002398082,1,417,0.04
0.0025,1,400,0.15
0.001669449,1,599,0
0.001675042,1,597,0
0.00209205,1,478,0.16
0.001824818,1,548,0.4
0.001669449,1,599,0.03
0.001672241,1,598,0.18
0.001672241,1,598,0.09
0.001675042,1,597,0.08
0,0,21,1.28
0,0,12,0
0,0,8,0
0,0,8,0
0,0,8,0
0,0,5,0
0,0,4,0
0,0,4,0
0.001672241,1,598,0.08
0.001745201,1,573,0.38
0.001715266,1,583,0.36
0.001733102,1,577,0.22
0.00177305,1,564,2.06
0.001776199,1,563,1.02
0.001801802,1,555,0.17
0.002141328,1,467,0
0.002145923,1,466,0
0.002150538,1,465,0
0.001923077,1,520,0
0.001964637,1,509,0.46
0.001669449,1,599,0.13
0.001851852,1,540,0.64
0.002087683,1,479,11.14
0.00212766,1,470,0.47
0.002398082,1,417,0.08
0.001841621,1,543,0.14
0.002392344,1,418,1.52
0.001669449,1,599,0
0.001677852,1,596,0.26
0.001683502,1,594,0
0,0,134,0.33
0,0,51,0.36
0.001697793,1,589,0.49
0.002159827,1,463,0.21
0.002267574,1,441,0.1
0.00173913,1,575,0.11
0,0,599,0.08
0.001686341,1,593,0.25
0.001694915,1,590,0.02
0.001709402,1,585,0
0.00173913,1,575,0
0,0,412,0.39
0.001697793,1,589,0.18
0.001718213,1,582,0.06
0.001912046,1,523,1.15
0.001680672,1,595,0
0,0,553,0.07
0,0,585,0.02
0,0,579,0.08
0.001834862,1,545,0.08
0.002079002,1,481,0.41
0.001669449,1,599,0.28
0.001672241,1,598,0.29
0.001683502,1,594,0.35
0.002053388,1,487,0.15
0.001763668,1,567,0.15
0.001677852,1,596,0.05
0,0,292,0.14
0,0,182,0.15
0.001675042,1,597,0.11
0.001675042,1,597,0.36
0.001751313,1,571,0.13
0.001785714,1,560,0.19
0.001923077,1,520,0.11
0.001941748,1,515,0.11
0.001945525,1,514,0.19
0.001960784,1,510,0.09
0.001972387,1,507,1.62
0.001992032,1,502,0.27
0.00210084,1,476,0.81
0,0,491,2.7
0.002114165,1,473,0.67
0.002118644,1,472,25.29
0.002074689,1,482,1.86
0,0,482,0
0.002079002,1,481,0
0.002083333,1,480,0
0.002237136,1,447,0
0.001715266,1,583,0.34
0.001669449,1,599,1.42
0.001689189,1,592,1.86
0.001672241,1,598,0.29
0,0,192,0.57
0,0,155,0
0.001680672,1,595,0.11
0.001677852,1,596,0.01
0.001697793,1,589,0.09
0.00170068,1,588,2.22
0.001869159,1,535,0.34
0,0,478,0.86
0.001669449,1,599,0.14
0.001672241,1,598,0.66
0,0,598,0.23
0.001686341,1,593,0.1
0,0,593,0.2
0,0,596,0.5
0.001692047,1,591,0.24
0.001686341,1,593,0.24
0,0,579,0.17
0.002257336,1,443,0.29
0,0,326,0
0,0,326,0
0,0,326,0
0.001669449,1,599,0.32
0.00170068,1,588,0
0,0,544,0.03
0.001792115,1,558,0.69
0.001669449,1,599,0.05
0.001745201,1,573,2.11
0.001901141,1,526,0.67
0,0,600,0.13
0.001669449,1,599,0.7
0.001672241,1,598,0.13
0.001745201,1,573,0.49
0.001980198,1,505,0.32
0.00203252,1,492,5.67
0.001669449,1,599,0.26
0.001672241,1,598,0.13
0.001675042,1,597,0
0.001686341,1,593,0
0,0,597,0.28
0.001686341,1,593,0.03
0.001769912,1,565,6.19
0,0,447,0
0.001669449,1,599,0.27
0.001769912,1,565,0.12
0.001718213,1,582,0.12
0,0,536,5.35
0,0,445,0.27
0.001686341,1,593,0.17
0.001715266,1,583,0.09
0,0,583,0.45
0.001766784,1,566,0
0.001727116,1,579,0.11
0.002109705,1,474,0
0.001669449,1,599,0.97
0.001669449,1,599,0.2
0,0,599,0.2
0,0,597,0.1
0.001694915,1,590,0.05
0.001718213,1,582,3.68
0.001677852,1,596,0.9
0.001675042,1,597,0.2
0.001724138,1,580,0.07
0.001736111,1,576,0.01
0,0,203,0.01
0,0,87,7.14
0.001669449,1,599,0.32
0.001945525,1,514,0.31
0.001949318,1,513,0.35
0.001675042,1,597,0.01
0.001677852,1,596,0.47
0,0,595,0.22
0.001686341,1,593,0.84
0,0,600,0
0.001669449,1,599,0.01
0.001706485,1,586,0.15
0.001718213,1,582,0.67
0.001745201,1,573,0.34
0.002136752,1,468,0
0,0,597,0.1
0.001677852,1,596,0.4
0.001680672,1,595,0.28
0.001727116,1,579,0.83
0.001675042,1,597,0.27
0.001677852,1,596,0.17
0.001686341,1,593,0.33
0.001694915,1,590,0.59
0.001845018,1,542,2.06
0.002087683,1,479,0.49
0.002132196,1,469,0.14
0.002159827,1,463,1.44
0.002164502,1,462,1.05
0.002358491,1,424,0
0,0,339,0
0.001669449,1,599,0.91
0.001712329,1,584,0.12
0.001669449,1,599,0.04
0.001689189,1,592,0.15
0.001733102,1,577,2.92
0.002057613,1,486,5.6
0.001980198,1,505,0.22
0.001801802,1,555,0.04
0,0,270,0
0,0,531,1.81
0.001669449,1,599,0.87
0.001879699,1,532,0.08
0,0,54,0
0,0,54,0
0,0,54,0
0,0,147,0
0,0,54,0
0,0,128,0
0,0,48,0
0,0,43,0
0,0,108,0
0,0,33,0
0.001677852,1,596,0.45
0,0,481,1.62
0.001901141,1,526,0.09
0.001976285,1,506,0.23
0,0,440,2.57
0.001980198,1,505,0.01
0,0,440,0.21
0.002487562,1,402,0.11
0.002444988,1,409,0
0,0,538,0.04
0.001669449,1,599,0.3
0.001672241,1,598,0.17
0.002202643,1,454,0
0.001672241,1,598,0.09
0.001683502,1,594,0.29
0.001890359,1,529,0.45
0,0,209,0.23
0,0,175,0.01
0,0,57,0.68
0,0,57,0.09
0,0,57,1.97
0,0,53,0
0,0,49,0
0,0,46,0
0.001669449,1,599,0.28
0.001672241,1,598,0.04
0.001675042,1,597,0.28
0.001879699,1,532,0.16
0,0,532,0.45
0.001883239,1,531,0.01
0,0,301,0.06
0.001677852,1,596,0.14
0.001680672,1,595,0.18
0.002493766,1,401,0.03
0,0,162,0.45
0,0,152,0
0,0,152,0
0.001669449,1,599,0.37
0,0,538,0.04
0.001862197,1,537,0
0.001669449,1,599,0.3
0,0,473,0.18
0,0,600,0.09
0.001776199,1,563,0.54
0.002028398,1,493,1.08
0,0,181,0
0.001672241,1,598,0.33
0.001675042,1,597,0.02
0,0,599,0.09
0,0,313,0
0.001669449,1,599,0.27
0,0,596,0.24
0.001706485,1,586,1.75
0.001988072,1,503,0.83
0.002403846,1,416,0.04
0.002444988,1,409,0.15
0.001992032,1,502,7.23
0.001680672,1,595,0
0.001683502,1,594,0.3
0,0,600,0.05
0.001669449,1,599,0.04
0.001669449,1,599,0.1
0.001672241,1,598,0.15
0.001694915,1,590,0.23
0.001901141,1,526,0
0.001992032,1,502,1.15
0,0,600,0.07
0,0,597,0.35
0.001703578,1,587,0.53
0,0,476,0.31
0.002298851,1,435,0.8
0,0,425,0
0,0,425,0
0,0,425,0
0,0,423,0
0.001669449,1,599,0.05
0.001672241,1,598,0.01
0.001680672,1,595,0.01
0,0,594,0.25
0.001904762,1,525,13.02
0.001669449,1,599,0.13
0.001709402,1,585,0.12
0,0,591,0.29
0.001841621,1,543,0.37
0.001855288,1,539,0.2
0.001675042,1,597,0.19
0,0,598,0.3
0,0,142,2.62
0,0,600,0.3
0,0,600,0.27
0.001669449,1,599,0.63
0.001798561,1,556,4.98
0.001824818,1,548,0.14
0.001953125,1,512,7.24
0,0,600,0.24
0.001838235,1,544,0.14
0.001736111,1,576,1.43
0.001669449,1,599,0.05
0,0,488,0.17
0,0,443,0.32
0.001669449,1,599,0.05
0.001686341,1,593,0.01
0.001697793,1,589,0.38
0.001669449,1,599,0.16
0.001672241,1,598,0.14
0.001692047,1,591,0.12
0,0,517,0.04
0.001782531,1,561,0.41
0.001785714,1,560,0.83
0.001841621,1,543,0.15
0,0,598,0.34
0.001675042,1,597,0.4
0,0,591,0.09
0.001683502,1,594,0.5
0.001697793,1,589,1.01
0.001745201,1,573,1.35
0.002380952,1,420,3.31
0.001801802,1,555,0.08
0.001692047,1,591,0.39
0.00170068,1,588,1.93
0,0,588,0.18
0.001709402,1,585,0.8
0.001715266,1,583,1.98
0.001675042,1,597,0.08
0.001669449,1,599,0
0.001672241,1,598,0.2
0.001689189,1,592,0.05
0.001677852,1,596,0.25
0,0,564,0.01
0,0,545,0
0.001686341,1,593,0.61
0.001686341,1,593,0.29
0.001792115,1,558,0.21
0.001858736,1,538,0.08
0.001715266,1,583,0.05
0.00174216,1,574,0.13
0,0,599,0.13
0.001680672,1,595,0.13
0.001675042,1,597,0
0,0,595,0
0.001692047,1,591,0.54
0.001736111,1,576,0.24
0,0,517,0
0.001669449,1,599,0.05
0.001845018,1,542,0.47
0.002242152,1,446,0
0.001680672,1,595,0.13
0,0,119,0.12
0,0,145,0
0,0,32,0
0.001669449,1,599,0.2
0.001677852,1,596,0.18
0.001703578,1,587,0.36
0.001838235,1,544,0.17
0.001901141,1,526,0.01
0.001669449,1,599,0.05
0.001672241,1,598,0.08
0.001675042,1,597,0.02
0.00174216,1,574,0.47
0.001757469,1,569,0.19
0.001782531,1,561,0.66
0.001785714,1,560,0.01
0.001996008,1,501,0.1
0.001805054,1,554,0.27
0.001808318,1,553,0.2
0.002242152,1,446,0.52
0.001675042,1,597,0.11
0.001680672,1,595,0.48
0,0,13,0.06
0.001709402,1,585,0.71
0.001669449,1,599,0.05
0,0,599,0.08
0,0,555,0.08
0,0,467,0.01
0,0,27,0.93
0,0,131,0
0,0,129,0
0,0,14,0
0,0,123,0
0.001669449,1,599,0.06
0.001672241,1,598,0.57
0.001686341,1,593,0.45
0.00177305,1,564,0.02
0.001669449,1,599,0.37
0,0,599,0.19
0.001672241,1,598,0
0.001821494,1,549,0.6
0.001908397,1,524,0
0.001984127,1,504,0
0.001669449,1,599,0.33
0,0,600,0.09
0.001669449,1,599,0.98
0,0,594,0.04
0.001686341,1,593,0.69
0,0,576,0.01
0.001694915,1,590,0.11
0.002083333,1,480,0
0.00170068,1,588,0.23
0.00204499,1,489,0
0.00204918,1,488,0
0.001669449,1,599,0.37
0.001779359,1,562,0.14
0,0,509,0.61
0.001669449,1,599,0.05
0,0,600,0.82
0.001703578,1,587,0.24
0.001669449,1,599,0.05
0,0,599,1.11
0.001672241,1,598,0
0.001683502,1,594,0.19
0,0,594,0.51
0.001686341,1,593,4.84
0.001694915,1,590,0.2
0.001697793,1,589,0.47
0.00170068,1,588,0.07
0,0,586,0.37
0.001709402,1,585,0
0.001715266,1,583,0.03
0.001795332,1,557,2.61
0.001669449,1,599,0
0.001672241,1,598,0.03
0.001727116,1,579,0.44
0.002150538,1,465,0.22
0.002164502,1,462,0.18
0.002217295,1,451,1.8
0.00234192,1,427,0.41
0.002364066,1,423,9.08
0.002028398,1,493,34.08
0.001675042,1,597,0.01
0,0,599,0.07
0,0,599,6.82
0.001941748,1,515,0
0.001964637,1,509,0
0.002141328,1,467,0.81
0,0,372,0.99
0,0,283,0.51
0.00234192,1,427,5.9
0.001669449,1,599,0.3
0.001675042,1,597,0.01
0.001675042,1,597,0.38
0.001724138,1,580,0.03
0.001689189,1,592,0.17
0.001669449,1,599,0.05
0.001672241,1,598,0.05
0.001675042,1,597,0.1
0.001692047,1,591,0.29
0.001669449,1,599,0.01
0.002079002,1,481,0.01
0.001669449,1,599,1.06
0,0,599,0.1
0.00177305,1,564,0
0.001934236,1,517,0
0.001669449,1,599,0.3
0,0,599,0.23
0.001712329,1,584,0.79
0,0,600,0.05
0,0,597,0.27
0.001677852,1,596,0.07
0.001680672,1,595,0.03
0.001683502,1,594,0.2
0.001879699,1,532,6.54
0,0,472,0.37
0.002267574,1,441,0
0.001709402,1,585,0.26
0.001901141,1,526,0.15
0.001669449,1,599,0.05
0,0,599,0.02
0,0,599,0
0.001680672,1,595,0.07
0,0,592,0
0.001692047,1,591,0.05
0.001763668,1,567,0.4
0.001669449,1,599,0.03
0.001672241,1,598,0.07
0.001675042,1,597,2.34
0.001689189,1,592,0.47
0.001769912,1,565,0.05
0.00172117,1,581,0.34
0,0,581,0.08
0.001669449,1,599,0.05
0.001919386,1,521,0.23
0.001669449,1,599,0.05
0.001669449,1,599,0.45
0.001904762,1,525,1.62
0.001669449,1,599,1.42
0.001692047,1,591,1.61
0.001703578,1,587,0.21
0,0,174,0.05
0.001879699,1,532,0.28
0.001893939,1,528,1.32
0.001680672,1,595,0.11
0.001689189,1,592,0.36
0,0,592,0.18
0.001814882,1,551,0.08
0.002298851,1,435,0.37
0.002331002,1,429,0.25
0,0,291,0
0,0,178,0
0.001689189,1,592,0.13
0.00177305,1,564,0.17
0.002314815,1,432,0.03
0,0,408,1.76
0.001669449,1,599,0.32
0,0,391,0.08
0,0,295,0.02
0.001763668,1,567,1.26
0,0,600,0.09
0,0,600,0.05
0.001669449,1,599,0.01
0.001706485,1,586,0.04
0.00174216,1,574,0.41
0.001845018,1,542,0.07
0.001945525,1,514,0
0.002242152,1,446,0.61
0,0,287,0
0,0,284,0
0,0,284,0
0,0,284,0
0.001669449,1,599,0.64
0.001669449,1,599,0.45
0,0,534,0.11
0,0,195,0.08
0.001683502,1,594,0
0,0,591,0.13
0.001689189,1,592,0
0.001669449,1,599,0.05
0,0,592,0.15
0.001692047,1,591,1.21
0.001675042,1,597,0.27
0.001686341,1,593,0.23
0.001730104,1,578,0.04
0,0,600,0.16
0.001669449,1,599,5.98
0.001669449,1,599,0.17
0.001677852,1,596,0.05
0.001680672,1,595,0.35
0.001709402,1,585,0.35
0.001745201,1,573,4.58
0.001680672,1,595,0.02
0.001703578,1,587,0.18
0.001683502,1,594,0.03
0.001841621,1,543,2.15
0,0,505,0.69
0,0,52,0
0,0,42,0
0,0,37,0
0,0,284,0
0,0,280,0
0,0,279,0
0,0,31,0
0.001669449,1,599,0.32
0.001677852,1,596,0.06
0,0,533,0.01
0.001915709,1,522,0
0.002136752,1,468,14.55
0.001675042,1,597,0.08
0.001712329,1,584,0.07
0.001669449,1,599,0.34
0,0,595,0.19
0.001694915,1,590,1.36
0,0,477,0.15
0.001669449,1,599,0.05
0.001672241,1,598,0.01
0.001960784,1,510,0.16
0.001669449,1,599,0.32
0.001675042,1,597,0.87
0.001677852,1,596,0.01
0.001680672,1,595,0.19
0.001683502,1,594,0.21
0.001703578,1,587,0.06
0.001692047,1,591,0.01
0,0,556,0.11
0,0,359,0.24
0,0,321,0.53
0.001669449,1,599,0.36
0.001672241,1,598,0.23
0.001675042,1,597,0.57
0.001724138,1,580,1.78
0.001851852,1,540,0.22
0.001805054,1,554,2.08
0.001814882,1,551,0.21
0.001869159,1,535,1.44
0.001883239,1,531,1.24
0.001886792,1,530,0.01
0.002192982,1,456,0.06
0.001897533,1,527,0.27
0.001901141,1,526,3.21
0.001930502,1,518,1.15
0.002331002,1,429,0.33
0,0,160,0.4
0.001669449,1,599,0
0.001851852,1,540,0.1
0.002178649,1,459,0.28
0.001675042,1,597,0.08
0,0,589,0.05
0.001858736,1,538,0.37
0.001862197,1,537,5.92
0.001919386,1,521,0.12
0,0,532,0.07
0.001926782,1,519,0.3
0.001934236,1,517,1.54
0.001897533,1,527,0.53
0.001937984,1,516,0.35
0.001941748,1,515,1.81
